PageName,ElementCount,PopupOpened,WindowCount,HasIframes,IframeCount,ProcessingTime_ms,PageURL,PageTitle,ErrorOccurred,ErrorMessage,Timestamp,InputCount,SelectCount,TextareaCount,TotalInputElements,VisibleInputs,HiddenInputs
View/Reverse External User,0,Yes,2,No,0,12529,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,External Customer List - Model Bank,No,,2026-02-02 22:40:50,0,0,0,0,0,0
Unauthorised Customer,0,Yes,2,No,0,12238,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Customer - Model Bank,No,,2026-02-02 22:41:10,0,0,0,0,0,0
Unauthorised Customer Pending AML Check,0,Yes,2,No,0,12756,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Customer - Model Bank,No,,2026-02-02 22:41:30,0,0,0,0,0,0
Authorise/Delete Customer,0,Yes,2,Yes,1,9280,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Customer - Model Bank,No,,2026-02-02 22:41:50,221,0,0,221,0,221
Delete/Authorise External User,0,Yes,2,No,0,12487,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,External Customer - Model Bank,No,,2026-02-02 22:42:07,0,0,0,0,0,0
Create Routing Instructions,0,Yes,2,No,0,12375,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Input Agency Details - Model Bank,No,,2026-02-02 22:42:27,0,0,0,0,0,0
Amend Routing Instructions,0,Yes,2,No,0,12292,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Amend Agency Details - Model Bank,No,,2026-02-02 22:42:46,0,0,0,0,0,0
Authorise/Delete Routing Instructions,0,Yes,2,No,0,12249,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Agency - Model Bank,No,,2026-02-02 22:43:06,0,0,0,0,0,0
Amend Customer Charge,0,Yes,2,No,0,12366,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Charge - Model Bank,No,,2026-02-02 22:43:35,0,0,0,0,0,0
Authorise/Delete Customer Charge,0,Yes,2,Yes,1,9585,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Customer - Model Bank,No,,2026-02-02 22:43:55,221,0,0,221,0,221
Set/Remove Posting Restrict,0,Yes,2,No,0,12363,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Set/Remove Posting Restrict for Cus - Model Bank,No,,2026-02-02 22:44:12,0,0,0,0,0,0
Authorise/Delete Posting Restrict,0,Yes,2,Yes,1,8881,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Authorise/Delete Posting Restrict - Model Bank,No,,2026-02-02 22:44:32,221,0,0,221,0,221
Authorise/Delete External Arrangement,0,Yes,2,No,0,13500,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,EXTERNAL ARRANGEMENT FILE - Model Bank,No,,2026-02-02 22:44:58,0,0,0,0,0,0
Set Customer SSI,0,Yes,2,No,0,12196,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Set for Customer SSI - Model Bank,No,,2026-02-02 22:45:18,0,0,0,0,0,0
Authorise/Delete Customer SSI,0,Yes,2,Yes,1,8754,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Customer - Model Bank,No,,2026-02-02 22:45:38,221,0,0,221,0,221
Create KYC,0,Yes,2,No,0,17887,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Relationship Details - Model Bank,No,,2026-02-02 22:45:54,0,0,0,0,0,0
Create KYC,0,Yes,2,No,0,14548,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Relationship Details - Model Bank,No,,2026-02-02 22:46:19,0,0,0,0,0,0
KYC Details,0,Yes,2,No,0,13537,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Relationship Details - Model Bank,No,,2026-02-02 22:46:41,0,0,0,0,0,0
Risk Analysis,0,Yes,2,No,0,12185,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Relationship Details - Model Bank,No,,2026-02-02 22:47:02,0,0,0,0,0,0
Customer Onboarding,0,Yes,2,Yes,2,5809,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,PW.PROCESS,No,,2026-02-02 22:47:33,255,1,0,256,0,255
Customer Block,0,Yes,2,Yes,2,2574,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Block Customer or Account,No,,2026-02-02 22:48:01,280,2,1,283,12,268
Customer Block,0,Yes,2,Yes,2,2496,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Block Customer or Account,No,,2026-02-02 22:48:08,280,2,1,283,12,268
Commit Mass Block Record,0,Yes,2,No,0,12569,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,CMB AC ACCOUNT - Model Bank,No,,2026-02-02 22:48:40,0,0,0,0,0,0
Authorise / Delete Mass Block,0,Yes,2,No,0,12391,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Authorise Customer Mass Block - Model Bank,No,,2026-02-02 22:49:00,0,0,0,0,0,0
Amend / Reverse Mass Block,0,Yes,2,No,0,12476,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Amend / Reverse Customer Block - Model Bank,No,,2026-02-02 22:49:20,0,0,0,0,0,0
Unblock Customer / Account,0,Yes,2,No,0,12453,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer / Account Unblock - Model Bank,No,,2026-02-02 22:49:40,0,0,0,0,0,0
Unblock Mass Block,0,Yes,2,No,0,12347,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer / Account Unblock - Model Bank,No,,2026-02-02 22:50:00,0,0,0,0,0,0
Unblock Bundle Arrangement,0,Yes,2,No,0,12556,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Bundle Arrangement Unblock - Model Bank,No,,2026-02-02 22:50:19,0,0,0,0,0,0
Customer Exit List,0,Yes,2,No,0,12251,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,List of Exit Customer - Model Bank,No,,2026-02-02 22:50:49,0,0,0,0,0,0
Input Travel Notification,0,No,1,No,0,0,,,Yes,Could not find menu link,2026-02-02 22:51:10,0,0,0,0,0,0
Input Travel Notification,0,No,1,No,0,0,,,Yes,Could not find menu link,2026-02-02 22:51:16,0,0,0,0,0,0
Amend Dormancy Status,0,Yes,2,No,0,12575,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Dormant Monitor Amend - Model Bank,No,,2026-02-02 22:51:57,0,0,0,0,0,0
Amend Dormancy Status,0,Yes,2,No,0,12133,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Dormant Monitor Amend - Model Bank,No,,2026-02-02 22:52:17,0,0,0,0,0,0
Authorise Dormancy Status,0,Yes,2,No,0,12283,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Dormant Monitor Auth - Model Bank,No,,2026-02-02 22:52:37,0,0,0,0,0,0
Dormancy Status Reports,0,Yes,2,No,0,13032,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Dormant Customers Report - Model Bank,No,,2026-02-02 22:52:57,0,0,0,0,0,0
Amend Dormancy Ext Activities Capture,0,Yes,2,No,0,12076,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Amend Dormancy Ext Account Capture - Model Bank,No,,2026-02-02 22:53:27,0,0,0,0,0,0
Authorise Dormancy Ext Activities Capture,0,Yes,2,No,0,12486,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Dormancy External Account Capture - Model Bank,No,,2026-02-02 22:53:47,0,0,0,0,0,0
Customer,0,Yes,2,Yes,2,4565,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,CUSTOMER.REL.GROUP,No,,2026-02-02 22:54:16,257,1,0,258,2,255
Authorize or See FCM Transaction,0,Yes,2,No,0,12633,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,View/ Unauthorised FCM Transaction - Model Bank,No,,2026-02-02 22:54:38,0,0,0,0,0,0
Input Customer Entity Information,0,Yes,2,Yes,2,4716,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer detail for corporate entities,No,,2026-02-02 22:55:20,257,1,0,258,2,255
Amend/View Customer Entity Information,0,Yes,2,Yes,1,8486,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Entity Details - Model Bank,No,,2026-02-02 22:55:29,221,0,0,221,0,221
Authorise/Delete Customer Entity Information,0,Yes,2,Yes,1,8971,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Customer - Model Bank,No,,2026-02-02 22:55:45,221,0,0,221,0,221
Create Customer Delivery Preference,0,Yes,2,Yes,2,6543,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Preferences,No,,2026-02-02 22:56:14,308,7,0,315,18,290
Additional Address of Customer,0,Yes,2,No,0,12677,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Address - Model Bank,No,,2026-02-02 22:56:26,0,0,0,0,0,0
Customer Delivery Address Links,0,Yes,2,No,0,12220,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Address - Model Bank,No,,2026-02-02 22:56:46,0,0,0,0,0,0
Contact Management,0,Yes,2,No,0,14297,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Contact management - Model Bank,No,,2026-02-02 22:57:06,0,0,0,0,0,0
Contact Management,0,Yes,2,No,0,14714,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Contact management - Model Bank,No,,2026-02-02 22:57:28,0,0,0,0,0,0
Alerts Management,0,Yes,2,No,0,12999,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Alerts - Model Bank,No,,2026-02-02 22:57:50,0,0,0,0,0,0
Opportunities for Customer,0,Yes,2,No,0,12182,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Opportunity List - Model Bank,No,,2026-02-02 22:58:17,0,0,0,0,0,0
Customer Opportunities History,0,Yes,2,No,0,12349,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Customer Opportunity List - Model Bank,No,,2026-02-02 22:58:46,0,0,0,0,0,0
Opportunity list by Product,0,Yes,2,No,0,12423,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Opportunity List by product - Model Bank,No,,2026-02-02 22:59:06,0,0,0,0,0,0
Open Current Account,0,Yes,2,Yes,2,7888,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,ACCOUNT,No,,2026-02-02 22:59:40,320,4,0,324,38,282
Amend Account,0,Yes,2,No,0,12214,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Amend Account - Model Bank,No,,2026-02-02 23:00:07,0,0,0,0,0,0
Authorise/Delete Account,0,Yes,2,Yes,1,8411,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Authorise/Delete Account - Model Bank,No,,2026-02-02 23:00:26,221,0,0,221,0,221
Account Maintenance,0,Yes,2,No,0,12835,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Account Maintenance Authorisation - Model Bank,No,,2026-02-02 23:00:42,0,0,0,0,0,0
Authorise/Delete Account Maintenance,0,Yes,2,Yes,1,8547,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Authorise/Delete Account - Model Bank,No,,2026-02-02 23:01:21,221,0,0,221,0,221
Authorise/Delete Charge,0,Yes,2,No,0,12415,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Charges - Model Bank,No,,2026-02-02 23:01:37,0,0,0,0,0,0
Authorise/Delete Interest Correction,0,Yes,2,No,0,12332,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Interest Corrections - Model Bank,No,,2026-02-02 23:01:57,0,0,0,0,0,0
Account Closure,0,Yes,2,No,0,12561,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Account Operations - Model Bank,No,,2026-02-02 23:02:17,0,0,0,0,0,0
Account Closure,0,Yes,2,No,0,12539,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Account Operations - Model Bank,No,,2026-02-02 23:02:37,0,0,0,0,0,0
Unauthorised Account Closure,0,Yes,2,No,0,12329,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Account Closure - Model Bank,No,,2026-02-02 23:03:08,0,0,0,0,0,0
Authorise/Delete Account Closure,0,Yes,2,Yes,1,8761,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Authorise/Delete Account - Model Bank,No,,2026-02-02 23:03:27,221,0,0,221,0,221
Capture An Image,0,Yes,2,Yes,2,6050,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,DOCUMENT IMAGE,No,,2026-02-02 23:03:54,271,2,0,273,6,265
Image Reversal,0,Yes,2,No,0,12496,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Reverse an Image - Model Bank,No,,2026-02-02 23:04:05,0,0,0,0,0,0
Generate Account Statement,0,Yes,2,Yes,2,5449,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,"ENQUIRY.REPORT,CURRENT",No,,2026-02-02 23:04:35,275,1,0,276,12,263
Generate Account Statement,0,Yes,2,Yes,2,5492,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,"ENQUIRY.REPORT,CURRENT",No,,2026-02-02 23:04:45,275,1,0,276,12,263
Generate Account Statement,0,Yes,2,Yes,2,5379,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,"ENQUIRY.REPORT,CURRENT",No,,2026-02-02 23:04:55,275,1,0,276,12,263
Generate Account Statement,0,Yes,2,Yes,2,5933,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,"ENQUIRY.REPORT,CURRENT",No,,2026-02-02 23:05:05,275,1,0,276,12,263
Request Adhoc XML Account Report,0,Yes,2,Yes,2,4549,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Request statement,No,,2026-02-02 23:05:25,257,1,0,258,2,255
View Adhoc XML Account Report,0,Yes,2,No,0,12351,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,List of Adhoc Requests - Model Bank,No,,2026-02-02 23:05:34,0,0,0,0,0,0
Request Intraday XML Account Report,0,Yes,2,Yes,2,4971,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Account Statement,No,,2026-02-02 23:06:03,257,1,0,258,2,255
View Intraday XML Account Report requests,0,Yes,2,No,0,12285,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,List of Intraday Requests - Model Bank,No,,2026-02-02 23:06:12,0,0,0,0,0,0
View XML Account Statements,0,Yes,2,No,0,12443,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Account Statement - XML Message - Model Bank,No,,2026-02-02 23:06:32,0,0,0,0,0,0
View XML Account Statements,0,Yes,2,No,0,12236,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Account Statement - XML Message - Model Bank,No,,2026-02-02 23:06:52,0,0,0,0,0,0
View Interim XML Account Reports,0,Yes,2,No,0,12513,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,List of Account Reports for the day - Model Bank,No,,2026-02-02 23:07:11,0,0,0,0,0,0
View Undelivered Xml Message,0,Yes,2,No,0,12170,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Resubmit Exception - CAMT Message - Model Bank,No,,2026-02-02 23:07:31,0,0,0,0,0,0
View Undelivered Xml Message,0,Yes,2,No,0,12370,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Resubmit Exception - CAMT Message - Model Bank,No,,2026-02-02 23:07:51,0,0,0,0,0,0
Resubmit undelivered Xml Message,0,Yes,2,No,0,12290,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Resubmit Exception - CAMT Message - Model Bank,No,,2026-02-02 23:08:11,0,0,0,0,0,0
Generate MT942 Statement,0,Yes,2,Yes,2,4550,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,DE.MT942.REQUEST,No,,2026-02-02 23:08:40,257,1,0,258,2,255
View Recent Account Entries,0,Yes,2,No,0,12201,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,List of Recent Transactions - Model Bank,No,,2026-02-02 23:09:01,0,0,0,0,0,0
View Account Transactions,0,Yes,2,No,0,12536,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,List of Account Transactions - Model Bank,No,,2026-02-02 23:09:20,0,0,0,0,0,0
View Inward Statement Request,0,Yes,2,No,0,12342,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Cos for Successful Inward Swift Req - Model Bank,No,,2026-02-02 23:09:40,0,0,0,0,0,0
View Inward Statement Request,0,Yes,2,No,0,12244,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Cos for Successful Inward Swift Req - Model Bank,No,,2026-02-02 23:10:00,0,0,0,0,0,0
Unauthorised Inward Statement Request,0,Yes,2,No,0,12422,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Incorrect Inward Swift Requests - Model Bank,No,,2026-02-02 23:10:19,0,0,0,0,0,0
Generate Account Statement,0,Yes,2,Yes,2,5419,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,"ENQUIRY.REPORT,CURRENT",No,,2026-02-02 23:10:39,275,1,0,276,12,263
Generate Account Statement,0,Yes,2,Yes,2,5449,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,"ENQUIRY.REPORT,CURRENT",No,,2026-02-02 23:10:50,275,1,0,276,12,263
Account Closure,0,Yes,2,No,0,12366,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Account Operations - Model Bank,No,,2026-02-02 23:11:00,0,0,0,0,0,0
Account Overdrawn Enquiries,0,Yes,2,No,0,12710,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Account Overdrawn Details - Model Bank,No,,2026-02-02 23:11:19,0,0,0,0,0,0
Account Overdrawn Enquiries,0,Yes,2,No,0,12217,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Account Overdrawn Details - Model Bank,No,,2026-02-02 23:11:39,0,0,0,0,0,0
Global View -Interest & Charges,0,Yes,2,No,0,17683,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Interest and Charges - Model Bank,No,,2026-02-02 23:11:59,0,0,0,0,0,0
Global View -Interest & Charges,0,Yes,2,No,0,16497,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Interest and Charges - Model Bank,No,,2026-02-02 23:12:24,0,0,0,0,0,0
Transaction Cycler Details,0,Yes,2,No,0,12295,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Transaction Recycler Details - Model Bank,No,,2026-02-02 23:12:48,0,0,0,0,0,0
Transaction Cycler Details,0,Yes,2,No,0,12570,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Transaction Recycler Details - Model Bank,No,,2026-02-02 23:13:08,0,0,0,0,0,0
Transaction Cycler History Details,0,Yes,2,Yes,1,9280,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Transaction Recycler Details - Model Bank,No,,2026-02-02 23:13:28,221,0,0,221,0,221
View Pending RC Transactions,0,Yes,2,No,0,12241,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,RC Pending Transactions - Model Bank,No,,2026-02-02 23:13:45,0,0,0,0,0,0
Authorise RC Termination/Manual Approval,0,Yes,2,No,0,12711,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorise Transaction Recycler - Model Bank,No,,2026-02-02 23:14:04,0,0,0,0,0,0
Initiate Booking Request,0,Yes,2,Yes,2,2305,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Internal Book Request,No,,2026-02-02 23:14:31,273,2,1,276,6,267
Authorise/Delete Booking Requests,0,Yes,2,No,0,12297,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Authorise/Delete Booking Requests - Model Bank,No,,2026-02-02 23:14:38,0,0,0,0,0,0
Clearing Batch Messages,0,Yes,2,No,0,12315,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Clearing Batch Messages - Model Bank,No,,2026-02-02 23:14:58,0,0,0,0,0,0
Interface Transaction List,0,Yes,2,No,0,12612,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,AC Inward Entries - Model Bank,No,,2026-02-02 23:15:18,0,0,0,0,0,0
Capture Transaction Stop Instructions,0,Yes,2,Yes,2,5694,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Transaction Stop Instructions,No,,2026-02-02 23:15:48,277,6,0,283,7,270
Authorise Transaction Stop Instructions,0,Yes,2,No,0,12301,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Unauthorised Stop Instructions - Model Bank,No,,2026-02-02 23:15:59,0,0,0,0,0,0
Search Transaction Stop Instructions,0,Yes,2,No,0,12229,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Transaction Stop Instructions List - Model Bank,No,,2026-02-02 23:16:18,0,0,0,0,0,0
Transaction Stop Investigation Items,0,Yes,2,No,0,12572,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Txn Stop Investigation Items - Model Bank,No,,2026-02-02 23:16:38,0,0,0,0,0,0
Authorise/Delete Stop Investigation Items,0,Yes,2,No,0,12416,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Authorise Investigation Items - Model Bank,No,,2026-02-02 23:16:58,0,0,0,0,0,0
Payment Regulatory Reports,0,Yes,2,No,0,13778,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Payment Regulatory Report - Model Bank,No,,2026-02-02 23:17:18,0,0,0,0,0,0
Register Proxy Directory,0,Yes,2,Yes,2,4827,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Proxy Directory,No,,2026-02-02 23:17:48,257,1,0,258,2,255
Update Proxy Directory,0,Yes,2,Yes,1,8263,http://10.0.251.41:18080/BrowserWeb/servlet/BrowserServlet,Update Proxy Directory - Model Bank,No,,2026-02-02 23:17:57,221,0,0,221,0,221
